packet_count,avg_packet_size,std_packet_size,min_packet_size,max_packet_size,flow_duration,avg_time_diff,packet_rate,burst_rate,size_variation,max_time_diff,min_time_diff,time_variation,idle_time,label
50,1334.0,0.0,1334,1334,0.03218412399291992,0.0006568188569983657,1553.5127349827515,1.0,0.0,0.0032236576080322266,0.0,0.0006795179275829732,0.0032236576080322266,0
50,1195.46,365.81127429317974,77,1334,0.06295561790466309,0.0012848085286665935,794.1976818976577,0.9387755102040817,0.3060004299492909,0.011900663375854492,0.0,0.0023309876083408413,0.011900663375854492,0
50,1334.0,0.0,1334,1334,0.0242769718170166,0.0004954484044289103,2059.480107187316,1.0,0.0,0.0021657943725585938,0.0,0.0006290991965454148,0.0021657943725585938,0
50,1334.0,0.0,1334,1334,0.023506879806518555,0.00047973224094935825,2126.9463861277436,1.0,0.0,0.0018460750579833984,0.0,0.0005524032550228653,0.0018460750579833984,0
50,54.24,1.6800000000000004,54,66,0.7275280952453613,0.014847512147864518,68.72577375498275,0.7755102040816326,0.03097345075638919,0.337066650390625,0.0,0.05470290262031379,0.337066650390625,0
50,1334.0,0.0,1334,1334,0.02030181884765625,0.00041432283362563777,2462.7122162286337,1.0,0.0,0.0019989013671875,0.0,0.0005397909739225412,0.0019989013671875,0
50,1334.0,0.0,1334,1334,0.018103837966918945,0.0003694660809575295,2761.69276363366,1.0,0.0,0.0014019012451171875,0.0,0.0005114638987362152,0.0014019012451171875,0
50,1334.0,0.0,1334,1334,0.01832103729248047,0.00037389872025470343,2728.9541660588397,1.0,0.0,0.001443624496459961,0.0,0.0005181381691515252,0.001443624496459961,0
50,1308.4,179.20000000000002,54,1334,0.016800880432128906,0.0003428751108597736,2975.8573870332366,1.0,0.13696117384824122,0.0013403892517089844,0.0,0.0005200517064810585,0.0013403892517089844,0
50,1334.0,0.0,1334,1334,0.019324302673339844,0.0003943735239457111,2587.2815989049077,1.0,0.0,0.0014281272888183594,0.0,0.0005477260102513493,0.0014281272888183594,0
50,1334.0,0.0,1334,1334,0.018865108489990234,0.00038500221408143336,2650.255087133016,1.0,0.0,0.0014619827270507812,0.0,0.0005159486509384171,0.0014619827270507812,0
